n-gram,next_word,freq
"(21, 1278, 10, 1)",68,1
"(1278, 10, 1, 68)",5,1
"(10, 1, 68, 5)",21,1
"(1, 68, 5, 21)",85,1
"(68, 5, 21, 85)",58,1
"(5, 21, 85, 58)",3,1
"(21, 85, 58, 3)",5,1
"(85, 58, 3, 5)",21,1
"(58, 3, 5, 21)",85,1
"(39, 66, 18, 64)",2383,1
"(66, 18, 64, 2383)",5,1
"(18, 64, 2383, 5)",1,1
"(64, 2383, 5, 1)",5327,1
"(2383, 5, 1, 5327)",2,1
"(5, 1, 5327, 2)",9,1
"(1, 5327, 2, 9)",161,1
"(5327, 2, 9, 161)",3,1
"(2, 9, 161, 3)",61,1
"(9, 161, 3, 61)",5328,1
"(161, 3, 61, 5328)",30,1
"(3, 61, 5328, 30)",1,1
"(61, 5328, 30, 1)",361,1
"(5328, 30, 1, 361)",191,1
"(30, 1, 361, 191)",35,1
"(1, 361, 191, 35)",998,1
"(361, 191, 35, 998)",4,1
"(191, 35, 998, 4)",2928,1
"(35, 998, 4, 2928)",42,1
"(998, 4, 2928, 42)",1631,1
"(4, 2928, 42, 1631)",6,1
"(2928, 42, 1631, 6)",166,1
"(42, 1631, 6, 166)",2,1
"(1631, 6, 166, 2)",1177,1
"(6, 166, 2, 1177)",3,1
"(166, 2, 1177, 3)",1334,1
"(2, 1177, 3, 1334)",6,1
"(1177, 3, 1334, 6)",1085,1
"(3, 1334, 6, 1085)",4,1
"(1334, 6, 1085, 4)",23,1
"(6, 1085, 4, 23)",1243,1
"(1085, 4, 23, 1243)",249,1
"(4, 23, 1243, 249)",6,1
"(23, 1243, 249, 6)",365,1
"(1243, 249, 6, 365)",822,1
"(249, 6, 365, 822)",10,1
"(6, 365, 822, 10)",94,1
"(365, 822, 10, 94)",3,1
"(822, 10, 94, 3)",521,1
"(10, 94, 3, 521)",19,1
"(94, 3, 521, 19)",46,1
"(3, 521, 19, 46)",5329,1
"(521, 19, 46, 5329)",2,1
"(19, 46, 5329, 2)",773,1
"(46, 5329, 2, 773)",35,1
"(5329, 2, 773, 35)",5330,1
"(2, 773, 35, 5330)",28,1
"(773, 35, 5330, 28)",6,1
"(35, 5330, 28, 6)",110,1
"(5330, 28, 6, 110)",602,1
"(28, 6, 110, 602)",1057,1
"(6, 110, 602, 1057)",22,1
"(47, 295, 5, 263)",629,1
"(295, 5, 263, 629)",4,1
"(5, 263, 629, 4)",1,1
"(263, 629, 4, 1)",5331,1
"(47, 191, 64, 2929)",733,1
"(191, 64, 2929, 733)",16,1
"(64, 2929, 733, 16)",11,1
"(2929, 733, 16, 11)",87,1
"(733, 16, 11, 87)",6,1
"(7, 141, 17, 19)",10,1
"(141, 17, 19, 10)",1,1
"(17, 19, 10, 1)",632,1
"(19, 10, 1, 632)",3,1
"(10, 1, 632, 3)",158,1
"(1, 632, 3, 158)",17,1
"(632, 3, 158, 17)",12,1
"(12, 266, 4, 65)",253,1
"(266, 4, 65, 253)",8,1
"(7, 108, 160, 4)",678,1
"(108, 160, 4, 678)",4,1
"(160, 4, 678, 4)",332,1
"(4, 678, 4, 332)",4,1
"(678, 4, 332, 4)",1,1
"(4, 332, 4, 1)",224,1
"(332, 4, 1, 224)",2,1
"(4, 1, 224, 2)",24,1
"(1, 224, 2, 24)",796,1
"(224, 2, 24, 796)",5,1
"(2, 24, 796, 5)",1,1
"(24, 796, 5, 1)",36,1
"(796, 5, 1, 36)",4,1
"(16, 5332, 65, 22)",52,1
"(5332, 65, 22, 52)",246,1
"(65, 22, 52, 246)",4,1
"(22, 52, 246, 4)",561,1
"(52, 246, 4, 561)",303,1
"(246, 4, 561, 303)",17,1
"(4, 561, 303, 17)",54,1
"(561, 303, 17, 54)",50,1
"(303, 17, 54, 50)",4,1
"(17, 54, 50, 4)",307,1
"(54, 50, 4, 307)",24,1
"(50, 4, 307, 24)",620,1
"(4, 307, 24, 620)",227,1
"(307, 24, 620, 227)",3,1
"(24, 620, 227, 3)",451,1
"(620, 227, 3, 451)",570,1
"(227, 3, 451, 570)",10,1
"(3, 451, 570, 10)",8,1
"(451, 570, 10, 8)",63,1
"(570, 10, 8, 63)",3,1
"(10, 8, 63, 3)",10,2
"(8, 63, 3, 10)",42,1
"(63, 3, 10, 42)",1631,1
"(176, 34, 88, 152)",1598,1
"(34, 88, 152, 1598)",360,1
"(143, 1327, 3, 1632)",256,2
"(1327, 3, 1632, 256)",1063,2
"(3, 1632, 256, 1063)",313,2
"(1632, 256, 1063, 313)",1567,2
"(256, 1063, 313, 1567)",73,2
"(1063, 313, 1567, 73)",1632,2
"(313, 1567, 73, 1632)",456,2
"(1567, 73, 1632, 456)",26,2
"(73, 1632, 456, 26)",427,2
"(1632, 456, 26, 427)",298,2
"(456, 26, 427, 298)",3,2
"(26, 427, 298, 3)",143,2
"(450, 13, 272, 5)",1,1
"(13, 272, 5, 1)",34,1
"(272, 5, 1, 34)",13,1
"(5, 1, 34, 13)",43,1
"(1, 34, 13, 43)",207,1
"(34, 13, 43, 207)",540,1
"(13, 43, 207, 540)",30,1
"(43, 207, 540, 30)",143,1
"(207, 540, 30, 143)",368,1
"(540, 30, 143, 368)",4,1
"(30, 143, 368, 4)",1,1
"(143, 368, 4, 1)",778,1
"(368, 4, 1, 778)",3,1
"(4, 1, 778, 3)",767,1
"(1, 778, 3, 767)",2,1
"(778, 3, 767, 2)",38,1
"(3, 767, 2, 38)",131,1
"(115, 2, 32, 43)",64,1
"(2, 32, 43, 64)",196,1
"(32, 43, 64, 196)",6,1
"(43, 64, 196, 6)",673,1
"(64, 196, 6, 673)",470,1
"(196, 6, 673, 470)",5,1
"(6, 673, 470, 5)",1,1
"(673, 470, 5, 1)",119,1
"(470, 5, 1, 119)",2,1
"(5, 1, 119, 2)",94,1
"(1, 119, 2, 94)",25,1
"(119, 2, 94, 25)",143,1
"(2, 94, 25, 143)",5334,1
"(94, 25, 143, 5334)",4,1
"(25, 143, 5334, 4)",959,1
"(143, 5334, 4, 959)",3,1
"(5334, 4, 959, 3)",414,1
"(8, 11, 46, 629)",5335,1
"(11, 46, 629, 5335)",2,1
"(46, 629, 5335, 2)",897,1
"(629, 5335, 2, 897)",4,1
"(5335, 2, 897, 4)",1,1
"(2, 897, 4, 1)",34,1
"(897, 4, 1, 34)",1,1
"(4, 1, 34, 1)",1085,1
"(1, 34, 1, 1085)",4,1
"(34, 1, 1085, 4)",233,1
"(1, 1085, 4, 233)",4,1
"(1085, 4, 233, 4)",1107,1
"(4, 233, 4, 1107)",3,1
"(233, 4, 1107, 3)",4,1
"(4, 1107, 3, 4)",725,1
"(1107, 3, 4, 725)",10,1
"(3, 4, 725, 10)",1,1
"(4, 725, 10, 1)",159,1
"(25, 354, 94, 1109)",20,1
"(354, 94, 1109, 20)",973,1
"(94, 1109, 20, 973)",2008,1
"(1109, 20, 973, 2008)",1127,1
"(20, 973, 2008, 1127)",3,1
"(973, 2008, 1127, 3)",1272,1
"(2008, 1127, 3, 1272)",3,1
"(1127, 3, 1272, 3)",1095,1
"(3, 1272, 3, 1095)",3,1
"(1272, 3, 1095, 3)",202,1
"(3, 1095, 3, 202)",60,1
"(1095, 3, 202, 60)",13,1
"(3, 202, 60, 13)",2457,1
"(202, 60, 13, 2457)",1,1
"(60, 13, 2457, 1)",1134,1
"(13, 2457, 1, 1134)",2,1
"(2457, 1, 1134, 2)",6,1
"(1, 1134, 2, 6)",5336,1
"(1134, 2, 6, 5336)",3,1
"(2, 6, 5336, 3)",5337,1
"(1, 319, 1, 256)",2,1
"(319, 1, 256, 2)",38,1
"(1, 256, 2, 38)",1671,1
"(256, 2, 38, 1671)",5,1
"(2, 38, 1671, 5)",83,1
"(38, 1671, 5, 83)",6,1
"(1671, 5, 83, 6)",165,1
"(5, 83, 6, 165)",1725,1
"(83, 6, 165, 1725)",1,1
"(6, 165, 1725, 1)",319,1
"(165, 1725, 1, 319)",1,1
"(115, 2, 32, 28)",378,1
"(2, 32, 28, 378)",4,1
"(32, 28, 378, 4)",184,1
"(28, 378, 4, 184)",1,1
"(378, 4, 184, 1)",166,1
"(4, 184, 1, 166)",2,1
"(184, 1, 166, 2)",897,1
"(1, 166, 2, 897)",1078,1
"(166, 2, 897, 1078)",5,1
"(2, 897, 1078, 5)",15,1
"(897, 1078, 5, 15)",1959,1
"(1078, 5, 15, 1959)",416,1
"(5, 15, 1959, 416)",2930,1
"(15, 1959, 416, 2930)",1327,1
"(15, 624, 2, 8)",298,1
"(624, 2, 8, 298)",3,1
"(2, 8, 298, 3)",1,1
"(8, 298, 3, 1)",421,1
"(298, 3, 1, 421)",2,1
"(3, 1, 421, 2)",772,1
"(1, 421, 2, 772)",227,1
"(421, 2, 772, 227)",10,1
"(2, 772, 227, 10)",115,1
"(772, 227, 10, 115)",84,1
"(227, 10, 115, 84)",11,1
"(10, 115, 84, 11)",688,1
"(115, 84, 11, 688)",154,1
"(84, 11, 688, 154)",5,1
"(11, 688, 154, 5)",1,1
"(688, 154, 5, 1)",34,1
"(53, 277, 252, 5339)",1,1
"(277, 252, 5339, 1)",27,1
"(252, 5339, 1, 27)",2,1
"(5339, 1, 27, 2)",1,1
"(1, 27, 2, 1)",5340,1
"(27, 2, 1, 5340)",1931,1
"(2, 1, 5340, 1931)",1,1
"(1, 5340, 1931, 1)",1323,1
"(5340, 1931, 1, 1323)",9,1
"(1931, 1, 1323, 9)",756,1
"(1, 1323, 9, 756)",14,1
"(1323, 9, 756, 14)",91,1
"(9, 756, 14, 91)",14,1
"(756, 14, 91, 14)",768,1
"(14, 91, 14, 768)",321,1
"(91, 14, 768, 321)",3,1
"(14, 768, 321, 3)",687,1
"(768, 321, 3, 687)",15,1
"(427, 298, 3, 143)",5341,1
"(298, 3, 143, 5341)",309,1
"(3, 143, 5341, 309)",2,1
"(143, 5341, 309, 2)",1,1
"(5341, 309, 2, 1)",1410,1
"(309, 2, 1, 1410)",2,1
"(2, 1, 1410, 2)",115,1
"(1, 1410, 2, 115)",2734,1
"(1410, 2, 115, 2734)",3,1
"(2, 115, 2734, 3)",1,1
"(115, 2734, 3, 1)",298,1
"(2734, 3, 1, 298)",2,1
"(3, 1, 298, 2)",40,1
"(1, 298, 2, 40)",5342,1
"(298, 2, 40, 5342)",3,1
"(2, 40, 5342, 3)",247,1
"(40, 5342, 3, 247)",1891,1
"(5342, 3, 247, 1891)",1106,1
"(3, 247, 1891, 1106)",154,1
"(247, 1891, 1106, 154)",967,1
"(154, 967, 3, 1527)",40,1
"(967, 3, 1527, 40)",985,1
"(26, 1, 306, 34)",425,1
"(1, 306, 34, 425)",2,1
"(306, 34, 425, 2)",151,1
"(425, 2, 151, 260)",66,1
"(2, 151, 260, 66)",120,1
"(151, 260, 66, 120)",2932,1
"(260, 66, 120, 2932)",10,1
"(66, 120, 2932, 10)",170,1
"(120, 2932, 10, 170)",1376,1
"(2932, 10, 170, 1376)",294,1
"(10, 170, 1376, 294)",3,1
"(170, 1376, 294, 3)",1883,1
"(47, 2932, 120, 6)",182,1
"(2932, 120, 6, 182)",10,1
"(120, 6, 182, 10)",500,1
"(6, 182, 10, 500)",20,1
"(182, 10, 500, 20)",107,1
"(10, 500, 20, 107)",4,1
"(500, 20, 107, 4)",959,1
"(20, 107, 4, 959)",2048,1
"(107, 4, 959, 2048)",4,1
"(4, 959, 2048, 4)",1570,1
"(959, 2048, 4, 1570)",673,1
"(2048, 4, 1570, 673)",261,1
"(4, 1570, 673, 261)",161,1
"(1570, 673, 261, 161)",10,1
"(673, 261, 161, 10)",35,1
"(261, 161, 10, 35)",1,1
"(161, 10, 35, 1)",34,1
"(35, 1, 34, 11)",833,1
"(50, 3, 5, 1)",44,1
"(3, 5, 1, 44)",292,1
"(5, 1, 44, 292)",1,1
"(1, 44, 292, 1)",416,1
"(44, 292, 1, 416)",2930,1
"(292, 1, 416, 2930)",1327,1
"(1, 416, 2930, 1327)",2931,1
"(416, 2930, 1327, 2931)",11,1
"(2930, 1327, 2931, 11)",46,1
"(1327, 2931, 11, 46)",446,1
"(2931, 11, 46, 446)",10,1
"(11, 46, 446, 10)",32,1
"(70, 4, 644, 179)",70,1
"(4, 644, 179, 70)",573,1
"(644, 179, 70, 573)",2878,1
"(179, 70, 573, 2878)",529,1
"(16, 11, 1035, 9)",24,2
"(11, 1035, 9, 24)",70,2
"(1035, 9, 24, 70)",4,2
"(9, 24, 70, 4)",573,2
"(24, 70, 4, 573)",157,2
"(70, 4, 573, 157)",444,2
"(4, 573, 157, 444)",22,2
"(573, 157, 444, 22)",8,2
"(157, 444, 22, 8)",770,2
"(444, 22, 8, 770)",262,2
"(22, 8, 770, 262)",2,2
"(8, 770, 262, 2)",1279,2
"(770, 262, 2, 1279)",82,2
"(262, 2, 1279, 82)",3,2
"(2, 1279, 82, 3)",412,2
"(1279, 82, 3, 412)",886,2
"(303, 7, 1276, 8)",1836,1
"(7, 1276, 8, 1836)",399,1
"(1276, 8, 1836, 399)",65,1
"(8, 1836, 399, 65)",150,1
"(1836, 399, 65, 150)",1,1
"(399, 65, 150, 1)",126,1
"(65, 150, 1, 126)",4,1
"(150, 1, 126, 4)",141,1
"(1, 126, 4, 141)",19,1
"(126, 4, 141, 19)",26,1
"(4, 141, 19, 26)",1628,1
"(141, 19, 26, 1628)",10,1
"(19, 26, 1628, 10)",40,1
"(26, 1628, 10, 40)",383,1
"(1628, 10, 40, 383)",5,1
"(10, 40, 383, 5)",1796,1
"(40, 383, 5, 1796)",65,1
"(383, 5, 1796, 65)",50,1
"(5, 1796, 65, 50)",3,1
"(1796, 65, 50, 3)",4,1
"(65, 50, 3, 4)",628,1
"(50, 3, 4, 628)",326,1
"(3, 4, 628, 326)",29,1
"(4, 628, 326, 29)",1129,1
"(628, 326, 29, 1129)",10,1
"(326, 29, 1129, 10)",1628,1
"(29, 1129, 10, 1628)",54,1
"(1129, 10, 1628, 54)",55,1
"(10, 1628, 54, 55)",1573,1
"(1628, 54, 55, 1573)",20,1
"(54, 55, 1573, 20)",40,1
"(55, 1573, 20, 40)",1928,1
"(16, 11, 403, 10)",65,1
"(11, 403, 10, 65)",4,1
"(403, 10, 65, 4)",144,1
"(10, 65, 4, 144)",45,1
"(65, 4, 144, 45)",31,1
"(4, 144, 45, 31)",82,1
"(144, 45, 31, 82)",27,1
"(45, 31, 82, 27)",54,1
"(31, 82, 27, 54)",50,1
"(82, 27, 54, 50)",22,1
"(27, 54, 50, 22)",21,1
"(54, 50, 22, 21)",487,1
"(72, 81, 3, 7)",114,1
"(81, 3, 7, 114)",64,1
"(64, 95, 4, 141)",129,1
"(95, 4, 141, 129)",2880,1
"(4, 141, 129, 2880)",1,1
"(141, 129, 2880, 1)",487,1
"(129, 2880, 1, 487)",151,1
"(2880, 1, 487, 151)",3,1
"(1, 487, 151, 3)",1,1
"(487, 151, 3, 1)",487,1
"(151, 3, 1, 487)",27,1
"(3, 1, 487, 27)",269,1
"(1, 487, 27, 269)",1,1
"(487, 27, 269, 1)",27,1
"(27, 269, 1, 27)",2,1
"(269, 1, 27, 2)",1512,1
"(1, 27, 2, 1512)",3,1
"(27, 2, 1512, 3)",644,1
"(2, 1512, 3, 644)",10,1
"(1512, 3, 644, 10)",47,1
"(3, 644, 10, 47)",86,1
"(644, 10, 47, 86)",742,1
"(329, 2, 21, 135)",33,1
"(2, 21, 135, 33)",272,1
"(21, 135, 33, 272)",203,1
"(135, 33, 272, 203)",5,1
"(33, 272, 203, 5)",15,1
"(7, 56, 109, 280)",5,1
"(56, 109, 280, 5)",8,1
"(109, 280, 5, 8)",572,1
"(280, 5, 8, 572)",525,1
"(5, 8, 572, 525)",405,1
"(8, 572, 525, 405)",44,1
"(572, 525, 405, 44)",4,1
"(525, 405, 44, 4)",1276,1
"(405, 44, 4, 1276)",8,1
"(44, 4, 1276, 8)",42,1
"(4, 1276, 8, 42)",1628,1
"(1276, 8, 42, 1628)",10,1
"(8, 42, 1628, 10)",5343,1
"(42, 1628, 10, 5343)",1439,1
"(2009, 1133, 2, 301)",283,2
"(1133, 2, 301, 283)",3,2
"(2, 301, 283, 3)",1948,2
"(301, 283, 3, 1948)",430,2
"(283, 3, 1948, 430)",4,2
"(3, 1948, 430, 4)",359,2
"(1948, 430, 4, 359)",12,2
"(430, 4, 359, 12)",37,2
"(4, 359, 12, 37)",981,2
"(359, 12, 37, 981)",5,2
"(12, 37, 981, 5)",100,2
"(37, 981, 5, 100)",34,2
"(981, 5, 100, 34)",134,2
"(5, 100, 34, 134)",3,2
"(59, 1, 447, 459)",14,1
"(1, 447, 459, 14)",13,1
"(447, 459, 14, 13)",184,1
"(459, 14, 13, 184)",1,1
"(14, 13, 184, 1)",305,1
"(13, 184, 1, 305)",189,1
"(184, 1, 305, 189)",2,1
"(1, 305, 189, 2)",1054,1
"(305, 189, 2, 1054)",3,1
"(189, 2, 1054, 3)",420,1
"(2, 1054, 3, 420)",2,1
"(1054, 3, 420, 2)",1,1
"(3, 420, 2, 1)",34,1
"(420, 2, 1, 34)",13,1
"(2, 1, 34, 13)",12,1
"(1, 34, 13, 12)",46,1
"(34, 13, 12, 46)",126,1
"(13, 12, 46, 126)",4,1
"(12, 46, 126, 4)",237,1
"(46, 126, 4, 237)",20,2
"(126, 4, 237, 20)",6,1
"(4, 237, 20, 6)",58,1
"(237, 20, 6, 58)",95,1
"(20, 6, 58, 95)",102,1
"(876, 1227, 2, 1)",71,1
"(1227, 2, 1, 71)",44,1
"(2, 1, 71, 44)",12,1
"(1, 71, 44, 12)",37,1
"(71, 44, 12, 37)",228,1
"(44, 12, 37, 228)",137,1
"(12, 37, 228, 137)",1,1
"(37, 228, 137, 1)",34,1
"(228, 137, 1, 34)",2009,1
"(137, 1, 34, 2009)",1133,1
"(1, 34, 2009, 1133)",2,1
"(34, 2009, 1133, 2)",301,1
"(100, 34, 134, 3)",881,1
"(34, 134, 3, 881)",1856,1
"(134, 3, 881, 1856)",25,1
"(3, 881, 1856, 25)",38,1
"(881, 1856, 25, 38)",202,1
"(1856, 25, 38, 202)",20,1
"(25, 38, 202, 20)",1,1
"(38, 202, 20, 1)",1426,1
"(202, 20, 1, 1426)",824,1
"(20, 1, 1426, 824)",29,1
"(1, 1426, 824, 29)",12,1
"(1426, 824, 29, 12)",37,1
"(824, 29, 12, 37)",2933,1
"(29, 12, 37, 2933)",853,1
"(12, 37, 2933, 853)",353,1
"(37, 2933, 853, 353)",3,1
"(2933, 853, 353, 3)",84,1
"(853, 353, 3, 84)",328,1
"(353, 3, 84, 328)",318,1
"(3, 84, 328, 318)",5,1
"(84, 328, 318, 5)",40,1
"(13, 12, 64, 562)",767,1
"(12, 64, 562, 767)",30,1
"(64, 562, 767, 30)",254,1
"(562, 767, 30, 254)",2049,1
"(767, 30, 254, 2049)",5,1
"(30, 254, 2049, 5)",1586,1
"(254, 2049, 5, 1586)",42,1
"(2049, 5, 1586, 42)",5346,1
"(5, 1586, 42, 5346)",3,1
"(1, 5348, 222, 5349)",25,1
"(5348, 222, 5349, 25)",45,1
"(222, 5349, 25, 45)",31,1
"(5349, 25, 45, 31)",12,1
"(25, 45, 31, 12)",1881,1
"(45, 31, 12, 1881)",4,1
"(31, 12, 1881, 4)",6,1
"(12, 1881, 4, 6)",1567,1
"(1881, 4, 6, 1567)",854,1
"(4, 6, 1567, 854)",2,1
"(6, 1567, 854, 2)",1,1
"(1567, 854, 2, 1)",772,1
"(854, 2, 1, 772)",158,1
"(2, 1, 772, 158)",3,1
"(1, 772, 158, 3)",1156,1
"(772, 158, 3, 1156)",5350,1
"(158, 3, 1156, 5350)",13,1
"(3, 1156, 5350, 13)",385,1
"(1156, 5350, 13, 385)",25,1
"(5350, 13, 385, 25)",143,1
"(13, 385, 25, 143)",5351,1
"(385, 25, 143, 5351)",4,1
"(1, 226, 4, 1040)",319,1
"(226, 4, 1040, 319)",1366,1
"(4, 1040, 319, 1366)",1476,1
"(1040, 319, 1366, 1476)",55,1
"(319, 1366, 1476, 55)",4,1
"(1366, 1476, 55, 4)",272,1
"(1476, 55, 4, 272)",3,1
"(55, 4, 272, 3)",89,1
"(4, 272, 3, 89)",5352,1
"(272, 3, 89, 5352)",5,1
"(3, 89, 5352, 5)",5353,1
"(89, 5352, 5, 5353)",28,1
"(5352, 5, 5353, 28)",10,1
"(5, 5353, 28, 10)",31,1
"(5353, 28, 10, 31)",27,1
"(28, 10, 31, 27)",137,1
"(10, 31, 27, 137)",1,1
"(31, 27, 137, 1)",34,1
"(27, 137, 1, 34)",37,1
"(137, 1, 34, 37)",46,1
"(1, 34, 37, 46)",5354,1
"(5, 15, 2867, 119)",13,1
"(15, 2867, 119, 13)",12,1
"(2867, 119, 13, 12)",125,1
"(119, 13, 12, 125)",4,1
"(13, 12, 125, 4)",279,1
"(12, 125, 4, 279)",51,1
"(125, 4, 279, 51)",5355,1
"(4, 279, 51, 5355)",4,1
"(279, 51, 5355, 4)",1389,1
"(51, 5355, 4, 1389)",3,1
"(5355, 4, 1389, 3)",5356,1
"(4, 1389, 3, 5356)",5357,1
"(1389, 3, 5356, 5357)",1644,1
"(3, 5356, 5357, 1644)",330,1
"(5356, 5357, 1644, 330)",35,1
"(5357, 1644, 330, 35)",28,1
"(1644, 330, 35, 28)",37,1
"(330, 35, 28, 37)",42,1
"(35, 28, 37, 42)",4,1
"(28, 37, 42, 4)",92,1
"(37, 42, 4, 92)",2,1
"(42, 4, 92, 2)",32,1
"(4, 92, 2, 32)",22,1
"(92, 2, 32, 22)",5358,1
"(2, 32, 22, 5358)",3,1
"(32, 22, 5358, 3)",5359,1
"(22, 5358, 3, 5359)",2066,1
"(5358, 3, 5359, 2066)",354,1
"(3, 5359, 2066, 354)",34,1
"(5359, 2066, 354, 34)",983,1
"(2066, 354, 34, 983)",5360,1
"(354, 34, 983, 5360)",5361,1
"(34, 983, 5360, 5361)",5362,1
"(983, 5360, 5361, 5362)",27,1
"(5360, 5361, 5362, 27)",4,1
"(5361, 5362, 27, 4)",1288,1
"(5362, 27, 4, 1288)",5,1
"(27, 4, 1288, 5)",1479,1
"(4, 1288, 5, 1479)",22,1
"(1288, 5, 1479, 22)",185,1
"(5, 1479, 22, 185)",74,1
"(1479, 22, 185, 74)",1551,1
"(22, 185, 74, 1551)",3,1
"(185, 74, 1551, 3)",2480,1
"(74, 1551, 3, 2480)",29,1
"(496, 13, 12, 509)",336,1
"(13, 12, 509, 336)",168,1
"(12, 509, 336, 168)",4,1
"(509, 336, 168, 4)",385,1
"(336, 168, 4, 385)",83,1
"(168, 4, 385, 83)",1721,1
"(4, 385, 83, 1721)",14,1
"(385, 83, 1721, 14)",16,1
"(83, 1721, 14, 16)",1597,1
"(1721, 14, 16, 1597)",46,1
"(14, 16, 1597, 46)",2812,1
"(16, 1597, 46, 2812)",9,1
"(1597, 46, 2812, 9)",1408,1
"(46, 2812, 9, 1408)",5363,1
"(2812, 9, 1408, 5363)",55,1
"(9, 1408, 5363, 55)",1105,1
"(1408, 5363, 55, 1105)",429,1
"(5363, 55, 1105, 429)",311,1
"(55, 1105, 429, 311)",166,1
"(1105, 429, 311, 166)",2,1
"(429, 311, 166, 2)",1476,1
"(311, 166, 2, 1476)",4,1
"(1925, 123, 5, 1305)",163,1
"(123, 5, 1305, 163)",1262,1
"(5, 1305, 163, 1262)",548,1
"(7, 56, 187, 4)",23,2
"(56, 187, 4, 23)",1,2
"(187, 4, 23, 1)",62,2
"(4, 23, 1, 62)",1939,2
"(23, 1, 62, 1939)",2,2
"(1, 62, 1939, 2)",1,2
"(62, 1939, 2, 1)",371,2
"(1939, 2, 1, 371)",140,2
"(2, 1, 371, 140)",74,2
"(1, 371, 140, 74)",4,2
"(371, 140, 74, 4)",23,2
"(140, 74, 4, 23)",1583,2
"(74, 4, 23, 1583)",5,2
"(4, 23, 1583, 5)",1336,2
"(23, 1583, 5, 1336)",2079,2
"(21, 5365, 232, 197)",5366,1
"(5365, 232, 197, 5366)",77,1
"(232, 197, 5366, 77)",1691,1
"(197, 5366, 77, 1691)",174,1
"(5366, 77, 1691, 174)",3,1
"(77, 1691, 174, 3)",198,1
"(1691, 174, 3, 198)",16,1
"(198, 16, 11, 1)",485,1
"(16, 11, 1, 485)",156,1
"(11, 1, 485, 156)",10,1
"(1, 485, 156, 10)",72,1
"(485, 156, 10, 72)",81,1
"(4, 23, 155, 5)",163,1
"(23, 155, 5, 163)",234,1
"(155, 5, 163, 234)",10,1
"(5, 163, 234, 10)",8,1
"(163, 234, 10, 8)",70,1
"(234, 10, 8, 70)",4,1
"(10, 8, 70, 4)",229,1
"(8, 70, 4, 229)",24,1
"(70, 4, 229, 24)",240,1
"(7, 56, 281, 217)",9,1
"(56, 281, 217, 9)",15,1
"(281, 217, 9, 15)",62,1
"(217, 9, 15, 62)",1590,1
"(9, 15, 62, 1590)",11,1
"(15, 62, 1590, 11)",5367,1
"(62, 1590, 11, 5367)",3,1
"(1590, 11, 5367, 3)",9,1
"(11, 5367, 3, 9)",13,1
"(5367, 3, 9, 13)",12,1
"(3, 9, 13, 12)",37,1
"(9, 13, 12, 37)",168,1
"(12, 37, 168, 4)",1104,1
"(37, 168, 4, 1104)",8,1
"(168, 4, 1104, 8)",655,1
"(4, 1104, 8, 655)",987,1
"(1104, 8, 655, 987)",1,1
"(8, 655, 987, 1)",27,1
"(655, 987, 1, 27)",29,1
"(987, 1, 27, 29)",169,1
"(1, 27, 29, 169)",32,1
"(27, 29, 169, 32)",362,1
"(29, 169, 32, 362)",45,1
"(169, 32, 362, 45)",135,1
"(32, 362, 45, 135)",1010,1
"(362, 45, 135, 1010)",36,1
"(45, 135, 1010, 36)",136,1
"(135, 1010, 36, 136)",80,1
"(1010, 36, 136, 80)",13,1
"(36, 136, 80, 13)",384,1
"(136, 80, 13, 384)",5368,1
"(5369, 5370, 5371, 5372)",1048,1
"(5370, 5371, 5372, 1048)",163,1
"(5371, 5372, 1048, 163)",1501,1
"(5372, 1048, 163, 1501)",1835,1
"(1048, 163, 1501, 1835)",5373,1
"(163, 1501, 1835, 5373)",5374,1
"(1501, 1835, 5373, 5374)",5375,1
"(1835, 5373, 5374, 5375)",2377,1
"(5373, 5374, 5375, 2377)",436,1
"(5374, 5375, 2377, 436)",5376,1
"(5375, 2377, 436, 5376)",549,1
"(2377, 436, 5376, 549)",72,1
"(436, 5376, 549, 72)",81,1
"(5376, 549, 72, 81)",436,1
"(549, 72, 81, 436)",1833,1
"(72, 81, 436, 1833)",5377,1
"(81, 436, 1833, 5377)",2381,1
"(436, 1833, 5377, 2381)",5378,1
"(1833, 5377, 2381, 5378)",474,1
"(5377, 2381, 5378, 474)",5379,1
"(2381, 5378, 474, 5379)",512,1
"(5378, 474, 5379, 512)",5380,1
"(474, 5379, 512, 5380)",5381,1
"(5379, 512, 5380, 5381)",348,1
"(512, 5380, 5381, 348)",474,1
"(5380, 5381, 348, 474)",5382,1
"(5381, 348, 474, 5382)",5383,1
"(348, 474, 5382, 5383)",5384,1
"(474, 5382, 5383, 5384)",474,1
"(5382, 5383, 5384, 474)",5385,1
"(5383, 5384, 474, 5385)",5386,1
"(5384, 474, 5385, 5386)",811,1
"(474, 5385, 5386, 811)",5387,1
"(5385, 5386, 811, 5387)",5388,1
"(5386, 811, 5387, 5388)",348,1
"(811, 5387, 5388, 348)",474,1
"(5387, 5388, 348, 474)",5389,1
"(5388, 348, 474, 5389)",5390,1
"(348, 474, 5389, 5390)",619,1
"(474, 5389, 5390, 619)",5391,1
"(5389, 5390, 619, 5391)",760,1
"(5390, 619, 5391, 760)",5392,1
"(619, 5391, 760, 5392)",5393,1
"(5391, 760, 5392, 5393)",5394,1
"(760, 5392, 5393, 5394)",5395,1
"(5392, 5393, 5394, 5395)",1711,1
"(5393, 5394, 5395, 1711)",5396,1
